first_name,last_name,DOB,state,profit
Haskell,Moxted,1943-08-27,NSW,531.1475574283236
Claudette,Renackowna,1996-02-11,NSW,531.1242099886286
Keriann,Newham,1975-03-26,QLD,530.5241102321662
Ivy,Farr,1973-07-03,NSW,530.2855469173645
Denny,Spleving,1973-05-13,NSW,530.2103651650806
Katheryn,Kinner,1973-11-28,NSW,530.1197476742
Robert,Corkill,1976-03-12,NSW,529.7829820277697
Maisie,Maddox,1977-05-09,VIC,529.4801229727844
Duff,Karlowicz,1972-04-28,NSW,529.453178119867
Karrah,Howell,1956-11-07,NSW,529.2953000209903
Malorie,Votier,1990-05-29,QLD,529.2894093223352
Donn,MacGregor,1965-04-22,NSW,529.0976743385614
Paulina,Iannuzzelli,1956-03-08,NSW,528.9661846631254
Tyne,Coate,1965-07-15,NSW,528.9277172704031
Melba,Spellacy,1976-12-09,NSW,528.8859213463385
Elvira,Darthe,1975-04-08,NSW,528.7096376541638
Reggie,Kernar,1971-11-28,NSW,528.5782212310269
Quentin,Gerleit,1990-09-15,VIC,528.4650665116633
Guss,Karim,1968-11-24,NSW,528.4395877677382
Dyann,Olechnowicz,1939-07-17,VIC,527.7085797839061
Micheil,Fleote,1975-09-20,NSW,527.5022137496559
Erminie,Rabidge,1982-03-09,NSW,526.9271671992536
Sherill,,1991-12-18,NSW,526.8613863118792
Beverlee,Ungerechts,1973-10-03,QLD,526.3455442244516
Martelle,Tuppeny,1981-02-03,NSW,526.2980030393837
Andriana,Gosnoll,1964-05-19,NSW,525.9495815548631
Brena,Schnitter,1982-10-11,QLD,525.8830789707703
Sammy,Borsi,1972-04-27,NSW,525.4567958556358
Roch,Symson,1978-05-13,VIC,524.8176709949627
Robenia,Monks,1959-05-08,QLD,524.4491380857974
Kizzee,Agget,1976-07-25,NSW,523.6877488291128
Wilone,Champley,1983-11-06,NSW,517.4033087538812
Theresa,Cowper,1976-08-24,NSW,514.3929401017706
Kaela,Romaines,1971-11-27,NSW,513.7983945974241
Aleece,Feige,1975-09-16,NSW,510.86006231578955
